name,main_category,categories,reviews,rating,address,website,email,phone,facebook,instagram,linkedin,x,description,competitors,seo_keywords,workday_timing,closed_on,featured_image,google_link,place_id
Windsor Modern Art,Art gallery,Art gallery,0,0.0,"Unit 4, 7a Alma Rd, Windsor SL4 3HU, United Kingdom",,,,,,,,Windsor Modern Art is a Working Contemporary Art Studio & Exhibition Space in Central Windsor.,"Name: Castle Fine Art, Windsor
Link: https://www.google.com/maps/search/Castle+Fine+Art%2C+Windsor/@51.483041799999995,-0.6103624?authuser=0&hl=en&entry=ttu
Reviews: 29 reviews

Name: Windsor Arts Centre
Link: https://www.google.com/maps/search/Windsor+Arts+Centre/@51.476780399999996,-0.6129781999999999?authuser=0&hl=en&entry=ttu
Reviews: 10 reviews

Name: Clarendon Fine Art
Link: https://www.google.com/maps/search/Clarendon+Fine+Art/@51.4816915,-0.6106752999999999?authuser=0&hl=en&entry=ttu
Reviews: 6 reviews

Name: Windsor Contemporary Art Fair
Link: https://www.google.com/maps/search/Windsor+Contemporary+Art+Fair/@51.4890494,-0.5842054999999999?authuser=0&hl=en&entry=ttu
Reviews: 3 reviews

Name: The Gallery at Ice
Link: https://www.google.com/maps/search/The+Gallery+at+Ice/@51.4812757,-0.6065931?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews",,9 am-5 pm,Open All Days,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Dq0T8q3r8bVXb_zEFR9Ubg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=281.26837&pitch=0&thumbfov=100,https://www.google.com/maps/place/Windsor+Modern+Art/data=!4m7!3m6!1s0x48767bba68ea552b:0xc7a78fc99b0ca24e!8m2!3d51.4831718!4d-0.6149425!16s%2Fg%2F11mw90btwr!19sChIJK1XqaLp7dkgRTqIMm8mPp8c?authuser=0&hl=en&rclk=1,ChIJK1XqaLp7dkgRTqIMm8mPp8c
Art Gallery of Regina,Art gallery,Art gallery,39,4.5,"2420 Elphinstone St, Regina, SK S4T 3T4, Canada",https://www.artgalleryofregina.ca/,"8c4075d5481d476e945486754f783364@sentry.io, info@artgalleryofregina.ca",+1 306-522-5940,https://www.facebook.com/pages/Art-Gallery-of-Regina/228399860562366,https://www.instagram.com/artgalleryofregina/,,https://twitter.com/agr_regina,Public non-profit contemporary art gallery,"Name: MacKenzie Art Gallery
Link: https://www.google.com/maps/search/MacKenzie+Art+Gallery/@50.4254894,-104.6170166?authuser=0&hl=en&entry=ttu
Reviews: 589 reviews

Name: SLATE FINE ART GALLERY
Link: https://www.google.com/maps/search/SLATE+FINE+ART+GALLERY/@50.4456394,-104.6305738?authuser=0&hl=en&entry=ttu
Reviews: 38 reviews

Name: Assiniboia Gallery
Link: https://www.google.com/maps/search/Assiniboia+Gallery/@50.442744,-104.6154016?authuser=0&hl=en&entry=ttu
Reviews: 27 reviews

Name: Dunlop Art Gallery
Link: https://www.google.com/maps/search/Dunlop+Art+Gallery/@50.44866390000001,-104.6139235?authuser=0&hl=en&entry=ttu
Reviews: 21 reviews

Name: Nouveau Gallery
Link: https://www.google.com/maps/search/Nouveau+Gallery/@50.444626299999996,-104.6183396?authuser=0&hl=en&entry=ttu
Reviews: 13 reviews","space, artists, gem",11 am-7 pm,"Monday, Sunday",https://lh3.ggpht.com/p/AF1QipP4g6waj7D7qGv2AltumC8mMb_ojHULNa-Jjiu5=s1024,https://www.google.com/maps/place/Art+Gallery+of+Regina/data=!4m7!3m6!1s0x531c1e1266687221:0x7beaaadf884abb2!8m2!3d50.4405049!4d-104.6326438!16s%2Fg%2F1vxdxyrk!19sChIJIXJoZhIeHFMRsquE-K2qvgc?authuser=0&hl=en&rclk=1,ChIJIXJoZhIeHFMRsquE-K2qvgc
MacKenzie Art Gallery,Art gallery,"Art gallery, Tourist attraction",589,4.4,"3475 Albert St, Regina, SK S4S 6X6, Canada",http://mackenzie.art/,,+1 306-584-4250,https://www.facebook.com/MacKenzieArtGallery,"https://www.instagram.com/, https://www.instagram.com/mackenzie.art.gallery/",,,"The MacKenzie Art Gallery is Saskatchewan's oldest public art gallery and serves as a centre for art and culture, holding a collection in trust for the community. The Gallery presents a range of rotating art exhibitions, focusing on Indigenous and contemporary art, with select historic and international work. It hosts public programming such as tours, artist talks, screenings, performances, community events, art workshops, and more, within its spacious facilities in the T.C. Douglas Building within Wascana Centre, Regina, Treaty 4 Territory.","Name: Saskatchewan Science Centre
Link: https://www.google.com/maps/search/Saskatchewan+Science+Centre/@50.4327979,-104.5948406?authuser=0&hl=en&entry=ttu
Reviews: 423 reviews

Name: Art Gallery of Regina
Link: https://www.google.com/maps/search/Art+Gallery+of+Regina/@50.4405049,-104.6326438?authuser=0&hl=en&entry=ttu
Reviews: 39 reviews

Name: SLATE FINE ART GALLERY
Link: https://www.google.com/maps/search/SLATE+FINE+ART+GALLERY/@50.4456394,-104.6305738?authuser=0&hl=en&entry=ttu
Reviews: 38 reviews

Name: Assiniboia Gallery
Link: https://www.google.com/maps/search/Assiniboia+Gallery/@50.442744,-104.6154016?authuser=0&hl=en&entry=ttu
Reviews: 27 reviews

Name: Regina Art Park
Link: https://www.google.com/maps/search/Regina+Art+Park/@50.450495599999996,-104.6032256?authuser=0&hl=en&entry=ttu
Reviews: 2 reviews","gift shop, artists, building, kids, price, space, cafe, donation, trip, fee",10 am-5:30 pm,Monday,https://lh3.ggpht.com/p/AF1QipOAVENfE-7VjLPe6EcN31H8fFanro3PzGmXfHuV=s1024,https://www.google.com/maps/place/MacKenzie+Art+Gallery/data=!4m7!3m6!1s0x531c1e1d91614add:0xf0c3108ea9dc5d9e!8m2!3d50.4254894!4d-104.6170166!16s%2Fm%2F05p5wg1!19sChIJ3UphkR0eHFMRnl3cqY4Qw_A?authuser=0&hl=en&rclk=1,ChIJ3UphkR0eHFMRnl3cqY4Qw_A
SLATE FINE ART GALLERY,Art gallery,Art gallery,38,4.7,"3424 13th Ave, Regina, SK S4T 1P7, Canada",http://www.slategallery.ca/,ginafafard@slategallery.ca,+1 306-775-0300,https://www.facebook.com/SLATE-Fine-Art-Gallery-141311352710080/,https://www.instagram.com/slategallery/,,,"Located in Regina, Saskatchewan, Slate Fine Art Gallery features contemporary art from established Canadian artists such as Victor Cicansky, Joe Fafard, David Thauberger, Heather Cline, Jeff Nachtigall and Michael Hosaluk. With a focus on Saskatchewan, the artwork at Slate Fine Art Gallery is modern and innovative with visual strength, sophistication and lasting impact. Monthly exhibitions are enhanced with live performances and special events, all equally entertaining, educational and inspiring.","Name: Art Gallery of Regina
Link: https://www.google.com/maps/search/Art+Gallery+of+Regina/@50.4405049,-104.6326438?authuser=0&hl=en&entry=ttu
Reviews: 39 reviews

Name: Assiniboia Gallery
Link: https://www.google.com/maps/search/Assiniboia+Gallery/@50.442744,-104.6154016?authuser=0&hl=en&entry=ttu
Reviews: 27 reviews

Name: Dunlop Art Gallery
Link: https://www.google.com/maps/search/Dunlop+Art+Gallery/@50.44866390000001,-104.6139235?authuser=0&hl=en&entry=ttu
Reviews: 21 reviews

Name: Nouveau Gallery
Link: https://www.google.com/maps/search/Nouveau+Gallery/@50.444626299999996,-104.6183396?authuser=0&hl=en&entry=ttu
Reviews: 13 reviews

Name: The Lobby Gallery
Link: https://www.google.com/maps/search/The+Lobby+Gallery/@50.4625876,-104.6194156?authuser=0&hl=en&entry=ttu
Reviews: 3 reviews",artists,11 am-5:30 pm,"Monday, Sunday",https://lh3.ggpht.com/p/AF1QipPXJIyEqJz7znZfLbindZFurL2akGJDtoDfTmcp=s1024,https://www.google.com/maps/place/SLATE+FINE+ART+GALLERY/data=!4m7!3m6!1s0x531c1e378e7ef443:0x6b01492cc8595a02!8m2!3d50.4456394!4d-104.6305738!16s%2Fg%2F11bbtjzm74!19sChIJQ_R-jjceHFMRAlpZyCxJAWs?authuser=0&hl=en&rclk=1,ChIJQ_R-jjceHFMRAlpZyCxJAWs
Nouveau Gallery,Art gallery,Art gallery,13,4.8,"2146 Albert St, Regina, SK S4P 2T9, Canada",http://www.nouveaugallery.com/,info@nouveaugallery.com,+1 306-569-9279,,,,,,"Name: Art Gallery of Regina
Link: https://www.google.com/maps/search/Art+Gallery+of+Regina/@50.4405049,-104.6326438?authuser=0&hl=en&entry=ttu
Reviews: 39 reviews

Name: SLATE FINE ART GALLERY
Link: https://www.google.com/maps/search/SLATE+FINE+ART+GALLERY/@50.4456394,-104.6305738?authuser=0&hl=en&entry=ttu
Reviews: 38 reviews

Name: Assiniboia Gallery
Link: https://www.google.com/maps/search/Assiniboia+Gallery/@50.442744,-104.6154016?authuser=0&hl=en&entry=ttu
Reviews: 27 reviews

Name: Dunlop Art Gallery
Link: https://www.google.com/maps/search/Dunlop+Art+Gallery/@50.44866390000001,-104.6139235?authuser=0&hl=en&entry=ttu
Reviews: 21 reviews

Name: Neutral Ground Artist Run Centre
Link: https://www.google.com/maps/search/Neutral+Ground+Artist+Run+Centre/@50.449740299999995,-104.6106794?authuser=0&hl=en&entry=ttu
Reviews: 12 reviews",,12-4 pm,"Monday, Tuesday, Wednesday, Sunday",https://lh3.ggpht.com/p/AF1QipPBzJlbin21pqGgmbd1PN_M8FRzjVvpGdbKnh8m=s1024,https://www.google.com/maps/place/Nouveau+Gallery/data=!4m7!3m6!1s0x531c1e3fe328adc7:0xf59019aa83dfb993!8m2!3d50.4446263!4d-104.6183396!16s%2Fg%2F1tksn08d!19sChIJx60o4z8eHFMRk7nfg6oZkPU?authuser=0&hl=en&rclk=1,ChIJx60o4z8eHFMRk7nfg6oZkPU
Assiniboia Gallery,Art gallery,"Art gallery, Picture frame shop",27,4.8,"2266 Smith St, Regina, SK S4P 2P4, Canada",https://assiniboia.com/,mail@assiniboia.com,+1 306-522-0997,https://www.facebook.com/AssiniboiaGallery/,https://www.instagram.com/assiniboiaart/?hl=en,,,"Established in 1977, the Assiniboia Gallery showcases contemporary and traditional works of art by established and emerging visual artists from across Canada.","Name: MacKenzie Art Gallery
Link: https://www.google.com/maps/search/MacKenzie+Art+Gallery/@50.4254894,-104.6170166?authuser=0&hl=en&entry=ttu
Reviews: 589 reviews

Name: Art Gallery of Regina
Link: https://www.google.com/maps/search/Art+Gallery+of+Regina/@50.4405049,-104.6326438?authuser=0&hl=en&entry=ttu
Reviews: 39 reviews

Name: SLATE FINE ART GALLERY
Link: https://www.google.com/maps/search/SLATE+FINE+ART+GALLERY/@50.4456394,-104.6305738?authuser=0&hl=en&entry=ttu
Reviews: 38 reviews

Name: Nouveau Gallery
Link: https://www.google.com/maps/search/Nouveau+Gallery/@50.444626299999996,-104.6183396?authuser=0&hl=en&entry=ttu
Reviews: 13 reviews

Name: SaskGalleries
Link: https://www.google.com/maps/search/SaskGalleries/@50.4399154,-104.60806439999999?authuser=0&hl=en&entry=ttu
Reviews: 1 reviews",artists,10 am-5 pm,"Monday, Sunday",https://lh3.ggpht.com/p/AF1QipMPke44NE_luCYT2UBPzuYFF8Oy_CxmopP2Lqku=s1024,https://www.google.com/maps/place/Assiniboia+Gallery/data=!4m7!3m6!1s0x531c1e3e4bc22a19:0xd17138908523d41d!8m2!3d50.442744!4d-104.6154016!16s%2Fg%2F1tg7rp92!19sChIJGSrCSz4eHFMRHdQjhZA4cdE?authuser=0&hl=en&rclk=1,ChIJGSrCSz4eHFMRHdQjhZA4cdE
Neutral Ground Artist Run Centre,Art gallery,"Art gallery, Art center",12,4.7,"1835 Scarth St, Regina, SK S4P 2G9, Canada",http://www.neutralground.sk.ca/,,+1 306-522-7166,https://www.facebook.com/NeutralGroundgallery/,https://www.instagram.com/neutralgroundarc/,,,"Neutral Ground is an artist-run-centre that presents contemporary visual and media art. Located in Treaty 4 Territory/Regina, we connect audiences to the work of emerging and mid-career artists primarily from Saskatchewan and Canada.","Name: Art Gallery of Regina
Link: https://www.google.com/maps/search/Art+Gallery+of+Regina/@50.4405049,-104.6326438?authuser=0&hl=en&entry=ttu
Reviews: 39 reviews

Name: Traditions Hand Craft Gallery
Link: https://www.google.com/maps/search/Traditions+Hand+Craft+Gallery/@50.4456346,-104.6201967?authuser=0&hl=en&entry=ttu
Reviews: 28 reviews

Name: Dunlop Art Gallery
Link: https://www.google.com/maps/search/Dunlop+Art+Gallery/@50.44866390000001,-104.6139235?authuser=0&hl=en&entry=ttu
Reviews: 21 reviews

Name: Nouveau Gallery
Link: https://www.google.com/maps/search/Nouveau+Gallery/@50.444626299999996,-104.6183396?authuser=0&hl=en&entry=ttu
Reviews: 13 reviews",,11 am-6 pm,"Monday, Tuesday, Sunday",https://lh3.ggpht.com/p/AF1QipPXTZdWypb8JiGp42UHwUu8pLcryl0hUPTVEfTh=s1024,https://www.google.com/maps/place/Neutral+Ground+Artist+Run+Centre/data=!4m7!3m6!1s0x531c1e47424da57f:0x617bac144479d7ec!8m2!3d50.4497403!4d-104.6106794!16s%2Fg%2F1tglyn5m!19sChIJf6VNQkceHFMR7Nd5RBSse2E?authuser=0&hl=en&rclk=1,ChIJf6VNQkceHFMR7Nd5RBSse2E
Dunlop Art Gallery,Art gallery,Art gallery,21,4.5,"2311 12 Ave, Regina, SK S4P 3Z5, Canada",https://www.reginalibrary.ca/dunlop-art-gallery,dunlop@reginalibrary.ca,+1 306-777-6000,"https://www.facebook.com/dunlopartgallery, https://www.facebook.com/ReginaPublicLibrary/",https://www.instagram.com/dunlopartgallery/,,"https://twitter.com/DunlopGallery, https://twitter.com/OfficialRPL",Gallery presenting a diverse range of visual art with a primary focus on contemporary culture.,"Name: Art Gallery of Regina
Link: https://www.google.com/maps/search/Art+Gallery+of+Regina/@50.4405049,-104.6326438?authuser=0&hl=en&entry=ttu
Reviews: 39 reviews

Name: SLATE FINE ART GALLERY
Link: https://www.google.com/maps/search/SLATE+FINE+ART+GALLERY/@50.4456394,-104.6305738?authuser=0&hl=en&entry=ttu
Reviews: 38 reviews

Name: Nouveau Gallery
Link: https://www.google.com/maps/search/Nouveau+Gallery/@50.444626299999996,-104.6183396?authuser=0&hl=en&entry=ttu
Reviews: 13 reviews

Name: Neutral Ground Artist Run Centre
Link: https://www.google.com/maps/search/Neutral+Ground+Artist+Run+Centre/@50.449740299999995,-104.6106794?authuser=0&hl=en&entry=ttu
Reviews: 12 reviews

Name: The Lobby Gallery
Link: https://www.google.com/maps/search/The+Lobby+Gallery/@50.4625876,-104.6194156?authuser=0&hl=en&entry=ttu
Reviews: 3 reviews","library, space, artists",9:30 am-9 pm,Friday,https://lh3.ggpht.com/p/AF1QipMYjNlPjKnrvNOabOyf-IQL7-tYFRXsfMdLCOFG=s1024,https://www.google.com/maps/place/Dunlop+Art+Gallery/data=!4m7!3m6!1s0x531c1f275ada08f5:0x528527a84437a107!8m2!3d50.4486639!4d-104.6139235!16s%2Fg%2F1tdy8qvc!19sChIJ9QjaWicfHFMRB6E3RKgnhVI?authuser=0&hl=en&rclk=1,ChIJ9QjaWicfHFMRB6E3RKgnhVI
Traditions Hand Craft Gallery,Art gallery,Art gallery,28,4.8,"2718 13th Ave, Regina, SK S4T 1N3, Canada",http://www.traditionshandcraftgallery.ca/,traditions@sasktel.net,+1 306-569-0199,https://www.facebook.com/TraditionsHandCraftGallery,https://www.instagram.com/TraditionsHandCraft/,,,Traditions carries fine craft and artwork in a wide variety of mediums from over 90 Saskatchewan-based artists.,"Name: Neutral Ground Artist Run Centre
Link: https://www.google.com/maps/search/Neutral+Ground+Artist+Run+Centre/@50.449740299999995,-104.6106794?authuser=0&hl=en&entry=ttu
Reviews: 12 reviews

Name: Regina's Art Supply Exchange
Link: https://www.google.com/maps/search/Regina's+Art+Supply+Exchange/@50.450743300000006,-104.5935411?authuser=0&hl=en&entry=ttu
Reviews: 6 reviews

Name: THE WOODS ART SPACE
Link: https://www.google.com/maps/search/THE+WOODS+ART+SPACE/@50.441522799999994,-104.61632069999999?authuser=0&hl=en&entry=ttu
Reviews: 3 reviews

Name: Lakeview Pottery
Link: https://www.google.com/maps/search/Lakeview+Pottery/@50.4226786,-104.61949399999999?authuser=0&hl=en&entry=ttu
Reviews: 1 reviews","artists, gift, pottery, share, selection",10 am-5:30 pm,"Monday, Sunday",https://lh3.ggpht.com/p/AF1QipPhT3BRzi1yRGsjEwLuBwhAilCK1eoojfxJ9L-Q=s1024,https://www.google.com/maps/place/Traditions+Hand+Craft+Gallery/data=!4m7!3m6!1s0x531c1e6ab74dde73:0x254e7d024e80b632!8m2!3d50.4456346!4d-104.6201967!16s%2Fg%2F1tm68lkk!19sChIJc95Nt2oeHFMRMraATgJ9TiU?authuser=0&hl=en&rclk=1,ChIJc95Nt2oeHFMRMraATgJ9TiU
The Lobby Gallery,Art gallery,"Art gallery, Art dealer",3,3.7,"1077 Angus St, Regina, SK S4T 1Y5, Canada",http://www.reginapac.com/lobby-gallery.html,rpac@sasktel.net,+1 306-725-3245,"https://facebook.com/ReginaPerformingArtsCentre, https://www.facebook.com/ReginaPerformingArtsCentre/?ref=hl","https://www.instagram.com/reginaperformingartscentre/, https://www.instagram.com/thelobbygallery/?hl=en",,,,"Name: Art Gallery of Regina
Link: https://www.google.com/maps/search/Art+Gallery+of+Regina/@50.4405049,-104.6326438?authuser=0&hl=en&entry=ttu
Reviews: 39 reviews

Name: SLATE FINE ART GALLERY
Link: https://www.google.com/maps/search/SLATE+FINE+ART+GALLERY/@50.4456394,-104.6305738?authuser=0&hl=en&entry=ttu
Reviews: 38 reviews

Name: Assiniboia Gallery
Link: https://www.google.com/maps/search/Assiniboia+Gallery/@50.442744,-104.6154016?authuser=0&hl=en&entry=ttu
Reviews: 27 reviews

Name: SaskGalleries
Link: https://www.google.com/maps/search/SaskGalleries/@50.4399154,-104.60806439999999?authuser=0&hl=en&entry=ttu
Reviews: 1 reviews",,12-8 pm,"Saturday, Sunday",https://lh3.ggpht.com/p/AF1QipOvIluvS01Qhf57IXv3P483YnnAmDUPZ7TgLnXs=s1024,https://www.google.com/maps/place/The+Lobby+Gallery/data=!4m7!3m6!1s0x531c1fc11e93cbd3:0xf4775c3eeb78c72a!8m2!3d50.4625876!4d-104.6194156!16s%2Fg%2F11gm__rm3b!19sChIJ08uTHsEfHFMRKsd46z5cd_Q?authuser=0&hl=en&rclk=1,ChIJ08uTHsEfHFMRKsd46z5cd_Q
