name,main_category,categories,reviews,rating,address,website,email,phone,facebook,instagram,linkedin,x,description,competitors,seo_keywords,workday_timing,closed_on,featured_image,google_link,place_id
Raimon Llorens Arquitectura tecnica e Interiorismo,Interior architect office,Interior architect office,1,5.0,"Albereda Jaume I, 17, 46800 Xativa, Valencia",,,647 78 75 08,,,,,"Estudio de arquitectura tecnica e interiorismo en Xativa.
Ofrecemos todo tipo de servicios incluidos en el ambito de la arquitectura.
Desde direcciones de obra de todo tipo de edificaciones hasta cualquier tipo certificado.","Name: ARQUITECTO TECNICO_Raul Lopez Llorens
Link: https://www.google.com/maps/search/ARQUITECTO+T%C3%89CNICO_Ra%C3%BAl+L%C3%B3pez+Llorens/@38.987368,-0.5280699999999999?authuser=0&hl=en&entry=ttu
Reviews: 2 reviews

Name: GRUPHAC ARQUITECTURA E INGENIERIA SCP
Link: https://www.google.com/maps/search/GRUPHAC+ARQUITECTURA+E+INGENIERIA+SCP/@38.991018,-0.525745?authuser=0&hl=en&entry=ttu
Reviews: 1 reviews

Name: Estudio Joaquin Vila Arquitectura
Link: https://www.google.com/maps/search/Estudio+Joaquin+Vila+Arquitectura/@38.991101300000004,-0.5224554?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews

Name: dc I arq Interiorismo
Link: https://www.google.com/maps/search/dc+I+arq+Interiorismo/@38.988547,-0.5217811?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews

Name: marta andres estudio
Link: https://www.google.com/maps/search/marta+andr%C4%93s+estudio/@38.9933214,-0.5207980999999999?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews",,10 am-7:30 pm,"Saturday, Sunday",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=O_Wu2OT4cDFjQXXPaQYOXA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=4.717052&pitch=0&thumbfov=100,https://www.google.com/maps/place/Raimon+Llorens+Arquitectura+t%C3%A9cnica+e+Interiorismo/data=!4m7!3m6!1s0xd61a2011768ffe3:0x6cb86c5a6f7adc8c!8m2!3d38.9898886!4d-0.5228613!16s%2Fg%2F11cmnptvrl!19sChIJ4_9oFwGiYQ0RjNx6b1psuGw?authuser=0&hl=en&rclk=1,ChIJ4_9oFwGiYQ0RjNx6b1psuGw
Javier Girones Arquitecto,Architect,Architect,4,4.0,"Placa de Santa Tecla, 6, 46800 Xativa, Valencia",,,962 28 30 32,,,,,,"Name: Dezero estudi
Link: https://www.google.com/maps/search/Dezero+estudi/@38.9916603,-0.5240665999999999?authuser=0&hl=en&entry=ttu
Reviews: 4 reviews

Name: Jose Miguel Benito Suay
Link: https://www.google.com/maps/search/Jos%C3%A9+Miguel+Benito+Suay/@38.9914835,-0.5183516?authuser=0&hl=en&entry=ttu
Reviews: 4 reviews

Name: Estudio Joaquin Vila Arquitectura
Link: https://www.google.com/maps/search/Estudio+Joaquin+Vila+Arquitectura/@38.991101300000004,-0.5224554?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews

Name: Augusto Ballester Arquitecto S.l.
Link: https://www.google.com/maps/search/Augusto+Ballester+Arquitecto+S.l./@38.98858,-0.52212?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews",,8:30 am-6:30 pm,"Saturday, Sunday",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iHW-l0be8IfMaVA8al6_Pw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=233.82756&pitch=0&thumbfov=100,https://www.google.com/maps/place/Javier+Giron%C3%A9s+Arquitecto/data=!4m7!3m6!1s0xd61a2008d0a01e7:0x3e0e3c4f2c18c90c!8m2!3d38.9876382!4d-0.5229091!16s%2Fg%2F1ts_7ypd!19sChIJ5wEKjQCiYQ0RDMkYLE88Dj4?authuser=0&hl=en&rclk=1,ChIJ5wEKjQCiYQ0RDMkYLE88Dj4
FRANCISCO LOPEZ OLIVER,Architect,Architect,1,4.0,"Portal del Lleo, 4, 46800 Xativa, Valencia",,,962 27 27 57,,,,,,"Name: LLoret Fuster Arquitectos Xativa
Link: https://www.google.com/maps/search/LLoret+Fuster+Arquitectos+X%C3%A0tiva/@38.9884359,-0.5244347?authuser=0&hl=en&entry=ttu
Reviews: 16 reviews

Name: CHAFER arquitectura
Link: https://www.google.com/maps/search/CHAFER+arquitectura/@38.9895478,-0.5233956?authuser=0&hl=en&entry=ttu
Reviews: 6 reviews

Name: ARQUITECTO TECNICO_Raul Lopez Llorens
Link: https://www.google.com/maps/search/ARQUITECTO+T%C3%89CNICO_Ra%C3%BAl+L%C3%B3pez+Llorens/@38.987368,-0.5280699999999999?authuser=0&hl=en&entry=ttu
Reviews: 2 reviews

Name: belda arquitecto
Link: https://www.google.com/maps/search/belda+arquitecto/@38.990650099999996,-0.5246843999999999?authuser=0&hl=en&entry=ttu
Reviews: 1 reviews

Name: Luis Terol Miralles Arquitecto
Link: https://www.google.com/maps/search/Luis+Terol+Miralles+Arquitecto/@38.9862889,-0.5283713999999999?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews",,,Open All Days,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Hrnoq3jpHgqsW77OjlCidA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=95.88708&pitch=0&thumbfov=100,https://www.google.com/maps/place/FRANCISCO+L%C3%93PEZ+OLIVER/data=!4m7!3m6!1s0xd61a206e38fa789:0xa83f82e057e23dc7!8m2!3d38.9894897!4d-0.5193819!16s%2Fg%2F1tyz_b1s!19sChIJiaeP4waiYQ0Rxz3iV-CCP6g?authuser=0&hl=en&rclk=1,ChIJiaeP4waiYQ0Rxz3iV-CCP6g
Pablo Gomez Martinez,Architect,Architect,1,5.0,"Calle Isleta San Miguel, 2, 46800 Xativa",,,,,,,,,"Name: Albero y Monzon arquitectas
Link: https://www.google.com/maps/search/Albero+y+Monz%C3%B3n+arquitectas/@38.9912035,-0.5225139999999999?authuser=0&hl=en&entry=ttu
Reviews: 13 reviews

Name: Jose Miguel Benito Suay
Link: https://www.google.com/maps/search/Jos%C3%A9+Miguel+Benito+Suay/@38.9914835,-0.5183516?authuser=0&hl=en&entry=ttu
Reviews: 4 reviews

Name: belda arquitecto
Link: https://www.google.com/maps/search/belda+arquitecto/@38.990650099999996,-0.5246843999999999?authuser=0&hl=en&entry=ttu
Reviews: 1 reviews

Name: Gm Tecnicos De Arquitectura
Link: https://www.google.com/maps/search/Gm+T%C3%A9cnicos+De+Arquitectura/@38.9883611,-0.5245046?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews

Name: Augusto Ballester Arquitecto S.l.
Link: https://www.google.com/maps/search/Augusto+Ballester+Arquitecto+S.l./@38.98858,-0.52212?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews",,,Open All Days,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Wn6e71JCWm7PXk3vnfiJig&cb_client=search.gws-prod.gps&w=408&h=240&yaw=158.98022&pitch=0&thumbfov=100,https://www.google.com/maps/place/Pablo+G%C3%B3mez+Mart%C3%ADnez/data=!4m7!3m6!1s0xd61a203e77edd39:0xcf5372361d9976ee!8m2!3d38.9882514!4d-0.5245952!16s%2Fg%2F1tk6rngj!19sChIJOd1-5wOiYQ0R7naZHTZyU88?authuser=0&hl=en&rclk=1,ChIJOd1-5wOiYQ0R7naZHTZyU88
GRUPHAC ARQUITECTURA E INGENIERIA SCP,Architect,"Architect, Architecture firm, Engineer",1,3.0,"Av. Ausias March, 1A, 46800 Xativa, Valencia",http://www.gruphac.com/,,962 27 50 15,,,,,"Estudio de Arquitectura, Urbanismo e Ingenieria","Name: Ezequiel Chiarena - Arquitecto
Link: https://www.google.com/maps/search/Ezequiel+Chiarena+-+Arquitecto/@38.989605399999995,-0.5219851999999999?authuser=0&hl=en&entry=ttu
Reviews: 8 reviews

Name: CHAFER arquitectura
Link: https://www.google.com/maps/search/CHAFER+arquitectura/@38.9895478,-0.5233956?authuser=0&hl=en&entry=ttu
Reviews: 6 reviews

Name: ADENAGIP
Link: https://www.google.com/maps/search/ADENAGIP/@38.9910929,-0.5225392?authuser=0&hl=en&entry=ttu
Reviews: 5 reviews

Name: ARQUITECTO TECNICO_Raul Lopez Llorens
Link: https://www.google.com/maps/search/ARQUITECTO+T%C3%89CNICO_Ra%C3%BAl+L%C3%B3pez+Llorens/@38.987368,-0.5280699999999999?authuser=0&hl=en&entry=ttu
Reviews: 2 reviews

Name: Pedro Vicent ARQUITECTO
Link: https://www.google.com/maps/search/Pedro+Vicent+ARQUITECTO/@38.9899001,-0.5203348?authuser=0&hl=en&entry=ttu
Reviews: 1 reviews",,"12-6:30 am, 8:30 am-12 am",Sunday,https://lh3.ggpht.com/p/AF1QipMo9Y-UbOT7QKY8O5SAZiDhBawL3Etw_CAixgXY=s1024,https://www.google.com/maps/place/GRUPHAC+ARQUITECTURA+E+INGENIERIA+SCP/data=!4m7!3m6!1s0xd61a1ff59fa270b:0xedd70f0fa3c88fb1!8m2!3d38.991018!4d-0.525745!16s%2Fg%2F1tgnndym!19sChIJCyf6Wf-hYQ0RsY_Iow8P1-0?authuser=0&hl=en&rclk=1,ChIJCyf6Wf-hYQ0RsY_Iow8P1-0
Jose Miguel Benito Suay,Architect,Architect,4,4.0,"Carrer Germanies, 1, 46800 Xativa, Valencia",,,,,,,,,"Name: Ezequiel Chiarena - Arquitecto
Link: https://www.google.com/maps/search/Ezequiel+Chiarena+-+Arquitecto/@38.989605399999995,-0.5219851999999999?authuser=0&hl=en&entry=ttu
Reviews: 8 reviews

Name: CHAFER arquitectura
Link: https://www.google.com/maps/search/CHAFER+arquitectura/@38.9895478,-0.5233956?authuser=0&hl=en&entry=ttu
Reviews: 6 reviews

Name: ARQUITECTO TECNICO_Raul Lopez Llorens
Link: https://www.google.com/maps/search/ARQUITECTO+T%C3%89CNICO_Ra%C3%BAl+L%C3%B3pez+Llorens/@38.987368,-0.5280699999999999?authuser=0&hl=en&entry=ttu
Reviews: 2 reviews

Name: Augusto Ballester Arquitecto S.l.
Link: https://www.google.com/maps/search/Augusto+Ballester+Arquitecto+S.l./@38.98858,-0.52212?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews",,,Open All Days,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qNrkgNvNjldJVDkUADKOcg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=207.16127&pitch=0&thumbfov=100,https://www.google.com/maps/place/Jos%C3%A9+Miguel+Benito+Suay/data=!4m7!3m6!1s0xd61a2067c446a65:0xcf35e694dd66bfed!8m2!3d38.9914835!4d-0.5183516!16s%2Fg%2F1hc1lkxr0!19sChIJZWpEfAaiYQ0R7b9m3ZTmNc8?authuser=0&hl=en&rclk=1,ChIJZWpEfAaiYQ0R7b9m3ZTmNc8
Augusto Ballester Arquitecto S.l.,Architect,Architect,0,0.0,"C/ Joan Baptista Trobat, 5, 46800 Xativa, Valencia",http://lacolectiva.co/,contacto@lacolectiva.co,629 66 94 13,"https://www.facebook.com/alejandro.iniguezyuste, https://www.facebook.com/nacho.cambralla",,,,"Arquitecto en Xativa Valencia especializado en Obra nueva, Reformas, Rehabilitacion, Oficinas/ Naves Industriales.","Name: LLoret Fuster Arquitectos Xativa
Link: https://www.google.com/maps/search/LLoret+Fuster+Arquitectos+X%C3%A0tiva/@38.9884359,-0.5244347?authuser=0&hl=en&entry=ttu
Reviews: 16 reviews

Name: CHAFER arquitectura
Link: https://www.google.com/maps/search/CHAFER+arquitectura/@38.9895478,-0.5233956?authuser=0&hl=en&entry=ttu
Reviews: 6 reviews

Name: Jose Miguel Benito Suay
Link: https://www.google.com/maps/search/Jos%C3%A9+Miguel+Benito+Suay/@38.9914835,-0.5183516?authuser=0&hl=en&entry=ttu
Reviews: 4 reviews

Name: belda arquitecto
Link: https://www.google.com/maps/search/belda+arquitecto/@38.990650099999996,-0.5246843999999999?authuser=0&hl=en&entry=ttu
Reviews: 1 reviews

Name: GRUPHAC ARQUITECTURA E INGENIERIA SCP
Link: https://www.google.com/maps/search/GRUPHAC+ARQUITECTURA+E+INGENIERIA+SCP/@38.991018,-0.525745?authuser=0&hl=en&entry=ttu
Reviews: 1 reviews",,8:30 am-3 pm,"Saturday, Sunday",https://lh3.ggpht.com/p/AF1QipOG57pypQJN8jn97ukrixD891VCPBRyc7UHEN9W=s1024,https://www.google.com/maps/place/Augusto+Ballester+Arquitecto+S.l./data=!4m7!3m6!1s0xd61a200e6d76f2b:0xe56001f288fc8a44!8m2!3d38.98858!4d-0.52212!16s%2Fg%2F1tdm51nq!19sChIJK2_X5gCiYQ0RRIr8iPIBYOU?authuser=0&hl=en&rclk=1,ChIJK2_X5gCiYQ0RRIr8iPIBYOU
VANO ARQUITECTURA Y ALUMINIO,Architect,Architect,4,5.0,"Carrer Banys de la Moreria, 6, 46800 Xativa, Valencia",http://www.vanoarquitectura.com/,vano@vanoarquitectura.com,681 04 76 39,https://www.facebook.com/vanoarquitectura/,https://www.instagram.com/vanoarquitectura/?hl=es,,,Estudio de arquitectura y empresa de reformas integrales,"Name: CHAFER arquitectura
Link: https://www.google.com/maps/search/CHAFER+arquitectura/@38.9895478,-0.5233956?authuser=0&hl=en&entry=ttu
Reviews: 6 reviews

Name: Jose Miguel Benito Suay
Link: https://www.google.com/maps/search/Jos%C3%A9+Miguel+Benito+Suay/@38.9914835,-0.5183516?authuser=0&hl=en&entry=ttu
Reviews: 4 reviews

Name: ARQUITECTO TECNICO_Raul Lopez Llorens
Link: https://www.google.com/maps/search/ARQUITECTO+T%C3%89CNICO_Ra%C3%BAl+L%C3%B3pez+Llorens/@38.987368,-0.5280699999999999?authuser=0&hl=en&entry=ttu
Reviews: 2 reviews

Name: Estudio Joaquin Vila Arquitectura
Link: https://www.google.com/maps/search/Estudio+Joaquin+Vila+Arquitectura/@38.991101300000004,-0.5224554?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews

Name: Augusto Ballester Arquitecto S.l.
Link: https://www.google.com/maps/search/Augusto+Ballester+Arquitecto+S.l./@38.98858,-0.52212?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews",,8 am-1 pm,"Saturday, Sunday",https://lh3.ggpht.com/p/AF1QipMFXaNjbm1T5JzAH-FxjIKGsNdeCIeoguUMSxNC=s1024,https://www.google.com/maps/place/VANO+ARQUITECTURA+Y+ALUMINIO/data=!4m7!3m6!1s0xd619f55813d5875:0x34c7daad0adc1b8b!8m2!3d38.986276!4d-0.528367!16s%2Fg%2F11cpft0lyf!19sChIJdVg9gVWfYQ0RixvcCq3axzQ?authuser=0&hl=en&rclk=1,ChIJdVg9gVWfYQ0RixvcCq3axzQ
ARQUITECTO TECNICO_Raul Lopez Llorens,Foreman builders association,"Foreman builders association, Architecture firm",2,5.0,"Carrer Portal de la Granja, 10, 46800 Xativa, Valencia",http://www.arquitecnicoraulopez.es/,raulopez@caatvalencia.es,666 60 22 70,,,,,ARQUITECTO TECNICO que ofrece servicio de calidad mediante soluciones tecnicas economicas adecuadas a cada proyecto y cliente en concreto. Aportando los conocimientos adquiridos mediante la experiencia profesional y la formacion continua.,"Name: LLoret Fuster Arquitectos Xativa
Link: https://www.google.com/maps/search/LLoret+Fuster+Arquitectos+X%C3%A0tiva/@38.9884359,-0.5244347?authuser=0&hl=en&entry=ttu
Reviews: 16 reviews

Name: VANO ARQUITECTURA Y ALUMINIO
Link: https://www.google.com/maps/search/VANO+ARQUITECTURA+Y+ALUMINIO/@38.986276,-0.528367?authuser=0&hl=en&entry=ttu
Reviews: 4 reviews

Name: FRANCISCO LOPEZ OLIVER
Link: https://www.google.com/maps/search/FRANCISCO+L%C3%93PEZ+OLIVER/@38.9894897,-0.5193819?authuser=0&hl=en&entry=ttu
Reviews: 1 reviews

Name: GRUPHAC ARQUITECTURA E INGENIERIA SCP
Link: https://www.google.com/maps/search/GRUPHAC+ARQUITECTURA+E+INGENIERIA+SCP/@38.991018,-0.525745?authuser=0&hl=en&entry=ttu
Reviews: 1 reviews

Name: Raimon Llorens Arquitectura tecnica e Interiorismo
Link: https://www.google.com/maps/search/Raimon+Llorens+Arquitectura+t%C3%A9cnica+e+Interiorismo/@38.9898886,-0.5228613?authuser=0&hl=en&entry=ttu
Reviews: 1 reviews",,8 am-9 pm,Sunday,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gl9Avhh059jLQkT7v8kL9Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=158.9168&pitch=0&thumbfov=100,https://www.google.com/maps/place/ARQUITECTO+T%C3%89CNICO_Ra%C3%BAl+L%C3%B3pez+Llorens/data=!4m7!3m6!1s0xd61a206e4312603:0x7ea8d06eb715051c!8m2!3d38.987368!4d-0.52807!16s%2Fg%2F11bbyf6bcv!19sChIJAyYx5AaiYQ0RHAUVt27QqH4?authuser=0&hl=en&rclk=1,ChIJAyYx5AaiYQ0RHAUVt27QqH4
Gestionarq estudio arquitectura,Architecture firm,"Architecture firm, Architect, Interior Decorator, Interior designer",5,4.2,"C. Escultor Esteve, 17, 46800 Xativa, Valencia",https://gestionarq.es/,contactoweb@gestionarq.es,960 70 57 11,https://www.facebook.com/Gestionarq/,,,https://twitter.com/gestionarq_coop,"Empresa de Arquitectura e Interiorismo
Contaras con nuestro apoyo durante todo el proceso constructivo y nos ocuparemos del marco normativo y el calculo de materiales y costos. Nos encargamos personalmente de la direccion artistica y de las obras, supervisando su avance y ademas trabajaremos en la creacion de los documentos del diseno.","Name: CHAFER arquitectura
Link: https://www.google.com/maps/search/CHAFER+arquitectura/@38.9895478,-0.5233956?authuser=0&hl=en&entry=ttu
Reviews: 6 reviews

Name: Javier Girones Arquitecto
Link: https://www.google.com/maps/search/Javier+Giron%C3%A9s+Arquitecto/@38.9876382,-0.5229091?authuser=0&hl=en&entry=ttu
Reviews: 4 reviews

Name: GRUPHAC ARQUITECTURA E INGENIERIA SCP
Link: https://www.google.com/maps/search/GRUPHAC+ARQUITECTURA+E+INGENIERIA+SCP/@38.991018,-0.525745?authuser=0&hl=en&entry=ttu
Reviews: 1 reviews

Name: Augusto Ballester Arquitecto S.l.
Link: https://www.google.com/maps/search/Augusto+Ballester+Arquitecto+S.l./@38.98858,-0.52212?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews",,,Open All Days,https://lh3.ggpht.com/p/AF1QipO9X9Y-arnQGZgS6PfZR2TH8OO29hq3V2my4Y-o=s1024,https://www.google.com/maps/place/Gestionarq+estudio+arquitectura/data=!4m7!3m6!1s0xd610b05c62b4f47:0xc3635836cb2b5f4f!8m2!3d38.9907747!4d-0.5253762!16s%2Fg%2F1hhmkzr04!19sChIJR08rxgULYQ0RT18ryzZYY8M?authuser=0&hl=en&rclk=1,ChIJR08rxgULYQ0RT18ryzZYY8M
