name,main_category,categories,reviews,rating,address,website,email,phone,facebook,instagram,linkedin,x,description,competitors,seo_keywords,workday_timing,closed_on,featured_image,google_link,place_id
Tax Office of Espinho,City tax office,City tax office,19,2.9,"R. 26 605, 4500-277 Espinho, Portugal",http://www.portaldasfinancas.gov.pt/,,+351 22 733 2070,https://www.facebook.com/AT.financas,https://www.instagram.com/at.financas,https://www.linkedin.com/company/atfinancas,https://twitter.com/Aut_Trib_Adua,,"Name: Servico de Financas de Feira 1
Link: https://www.google.com/maps/search/Servi%C3%A7o+de+Finan%C3%A7as+de+Feira+1/@40.9270523,-8.5447305?authuser=0&hl=en&entry=ttu
Reviews: 27 reviews

Name: Servico de Financas de Feira 2
Link: https://www.google.com/maps/search/Servi%C3%A7o+de+Finan%C3%A7as+de+Feira+2/@40.9837569,-8.5374878?authuser=0&hl=en&entry=ttu
Reviews: 8 reviews

Name: Servico de Financas de Pacos de Brandao
Link: https://www.google.com/maps/search/Servi%C3%A7o+de+Finan%C3%A7as+de+Pa%C3%A7os+de+Brand%C3%A3o/@40.9738064,-8.5902256?authuser=0&hl=en&entry=ttu
Reviews: 7 reviews

Name: Espaco Cidadao de Face
Link: https://www.google.com/maps/search/Espa%C3%A7o+Cidad%C3%A3o+de+Face/@41.0001493,-8.644637900000001?authuser=0&hl=en&entry=ttu
Reviews: 3 reviews

Name: Financas
Link: https://www.google.com/maps/search/Finan%C3%A7as/@41.0642488,-8.5704266?authuser=0&hl=en&entry=ttu
Reviews: 1 reviews",,9 am-3:30 pm,"Saturday, Sunday",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iWVW5sP4eWzAgijJj6tjxg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=61.977543&pitch=0&thumbfov=100,https://www.google.com/maps/place/Tax+Office+of+Espinho/data=!4m7!3m6!1s0xd2479b8113777ad:0x8f1e715ae2c86a17!8m2!3d41.0080594!4d-8.6370331!16s%2Fg%2F11bx9v3xx7!19sChIJrXc3Ebh5JA0RF2rI4lpxHo8?authuser=0&hl=en&rclk=1,ChIJrXc3Ebh5JA0RF2rI4lpxHo8
Banco Montepio | ATM,ATM,ATM,0,0.0,"Edificio Palmeiras, R. 8 805, 4500-426 Espinho, Portugal",https://www.bancomontepio.pt/,gestaoreclamacoes@bancomontepio.pt,+351 21 724 1624,https://www.facebook.com/bancomontepio/,https://www.instagram.com/bmontepio/,https://www.linkedin.com/company/bancomontepio,,"As nossas maquinas multibanco estao disponiveis para realizar diversas operacoes bancarias. Aqui pode realizar levantamentos de dinheiro, transferencias, debitos diretos, pagamentos de servicos, pagamentos ao estado, carregamento de telemoveis, compra de bilhetes de comboio, carregamento de titulos de transporte, associacao de cartao a Via Verde, entre muitas outras operacoes. Por favor, note que esta ATM pertence ao Banco Montepio e pode estar sujeita as politicas e taxas do banco.","Name: Banco Montepio | Espinho
Link: https://www.google.com/maps/search/Banco+Montepio+%7C+Espinho/@41.0068407,-8.6378674?authuser=0&hl=en&entry=ttu
Reviews: 9 reviews

Name: Multibanco
Link: https://www.google.com/maps/search/Multibanco/@41.006197900000004,-8.6444536?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews

Name: ATM. Montepio..
Link: https://www.google.com/maps/search/ATM.+Montepio../@41.0067722,-8.637914?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews

Name: BPI
Link: https://www.google.com/maps/search/BPI/@41.008401899999996,-8.636332099999999?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews

Name: Agente Nickel - TABACARIA SPORTING
Link: https://www.google.com/maps/search/Agente+Nickel+-+TABACARIA+SPORTING/@41.0077636,-8.643852899999999?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews",,Open 24 hours,Open All Days,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=43qIoFZT-3bmc9Sx-annoA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=269.45767&pitch=0&thumbfov=100,https://www.google.com/maps/place/Banco+Montepio+%7C+ATM/data=!4m7!3m6!1s0xd2479fbc352f073:0x7446451d39ccf295!8m2!3d41.006412!4d-8.64356!16s%2Fg%2F11vkqm9m_m!19sChIJc_BSw_t5JA0RlfLMOR1FRnQ?authuser=0&hl=en&rclk=1,ChIJc_BSw_t5JA0RlfLMOR1FRnQ
Manuel Riquito Seguros,Bank,Bank,2,2.5,"R. 15 239, 4500-273 Espinho, Portugal",,,+351 22 733 2140,,,,,,"Name: GENERALI TRANQUILIDADE: Agente Conta 62 Contabilidade Servicos Financeiros
Link: https://www.google.com/maps/search/GENERALI+TRANQUILIDADE%3A+Agente+Conta+62+Contabilidade+Servi%C3%A7os+Financeiros/@41.011199,-8.6399866?authuser=0&hl=en&entry=ttu
Reviews: 30 reviews

Name: Manuel Riquito - Mediacao De Seguros, Consultadoria e Gestao, Lda.
Link: https://www.google.com/maps/search/Manuel+Riquito+-+Media%C3%A7%C3%A3o+De+Seguros%2C+Consultadoria+e+Gest%C3%A3o%2C+Lda./@41.01117790000001,-8.6378126?authuser=0&hl=en&entry=ttu
Reviews: 6 reviews

Name: Freitas - Mediacao De Seguros, Lda.
Link: https://www.google.com/maps/search/Freitas+-+Media%C3%A7%C3%A3o+De+Seguros%2C+Lda./@41.0073005,-8.634551499999999?authuser=0&hl=en&entry=ttu
Reviews: 2 reviews

Name: Equicontas - Freitas & Filhos, Lda.
Link: https://www.google.com/maps/search/Equicontas+-+Freitas+%26+Filhos%2C+Lda./@41.004345699999995,-8.6379397?authuser=0&hl=en&entry=ttu
Reviews: 2 reviews

Name: Mr Seguros
Link: https://www.google.com/maps/search/Mr+Seguros/@41.00946,-8.6394758?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews",,9 am-7 pm,"Saturday, Sunday",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=a3Qb_Dmbz4ImpFca_TxTuA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=320.78522&pitch=0&thumbfov=100,https://www.google.com/maps/place/Manuel+Riquito+Seguros/data=!4m7!3m6!1s0xd2479b8a1383d6f:0x86626fc17c6741bc!8m2!3d41.0094672!4d-8.6394321!16s%2Fg%2F11cs2wzcms!19sChIJbz04obh5JA0RvEFnfMFvYoY?authuser=0&hl=en&rclk=1,ChIJbz04obh5JA0RvEFnfMFvYoY
Agente Nickel - TABACARIA SPORTING,ATM,"ATM, Bank",0,0.0,"R. 8 641, 4500-370 Espinho, Portugal",https://nickel.eu/pt-pt/?utm_source=google&utm_medium=organic&utm_campaign=mybusiness&utm_content=501990275,,,https://www.facebook.com/NickelPortugal/,https://www.instagram.com/nickelportugal/,,,"Nickel e 1 Conta, 1 Cartao de debito, 1 IBAN. Online ou no comercio local.","Name: Banco Montepio | ATM
Link: https://www.google.com/maps/search/Banco+Montepio+%7C+ATM/@41.006412,-8.643559999999999?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews

Name: ATM. Montepio..
Link: https://www.google.com/maps/search/ATM.+Montepio../@41.0067722,-8.637914?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews

Name: ATM. Novobanco
Link: https://www.google.com/maps/search/ATM.+Novobanco/@41.0091914,-8.6399364?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews

Name: BPI
Link: https://www.google.com/maps/search/BPI/@41.008401899999996,-8.636332099999999?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews

Name: Multibanco
Link: https://www.google.com/maps/search/Multibanco/@41.006197900000004,-8.6444536?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews",,9 am-7 pm,Sunday,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YunDyWT-o4A6ch_DQKHAgQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=81.12527&pitch=0&thumbfov=100,https://www.google.com/maps/place/Agente+Nickel+-+TABACARIA+SPORTING/data=!4m7!3m6!1s0xd24790764c918ed:0x5181473d99005993!8m2!3d41.0077636!4d-8.6438529!16s%2Fg%2F11t8lh0myz!19sChIJ7RjJZAd5JA0Rk1kAmT1HgVE?authuser=0&hl=en&rclk=1,ChIJ7RjJZAd5JA0Rk1kAmT1HgVE
Multibanco,ATM,ATM,0,0.0,"Av. 8, 4500-368 Espinho, Portugal",,,,,,,,,"Name: Caixa Multibanco
Link: https://www.google.com/maps/search/Caixa+Multibanco/@41.006092699999996,-8.5916547?authuser=0&hl=en&entry=ttu
Reviews: 1 reviews

Name: BPI
Link: https://www.google.com/maps/search/BPI/@41.008401899999996,-8.636332099999999?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews

Name: ATM. Novobanco
Link: https://www.google.com/maps/search/ATM.+Novobanco/@41.0091914,-8.6399364?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews

Name: Banco Montepio | ATM
Link: https://www.google.com/maps/search/Banco+Montepio+%7C+ATM/@41.006412,-8.643559999999999?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews

Name: ATM. Montepio..
Link: https://www.google.com/maps/search/ATM.+Montepio../@41.0067722,-8.637914?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews",,,Open All Days,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2iP9Ad8BGevMIBWgyQiAUA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=125.979706&pitch=0&thumbfov=100,https://www.google.com/maps/place/Multibanco/data=!4m7!3m6!1s0xd2479f61c323835:0xaf66c7477ccfdef3!8m2!3d41.0061979!4d-8.6444536!16s%2Fg%2F11fq49g8ls!19sChIJNTgyHPZ5JA0R897PfEfHZq8?authuser=0&hl=en&rclk=1,ChIJNTgyHPZ5JA0R897PfEfHZq8
ATM. Montepio..,ATM,ATM,0,0.0,"R. 24 741, 4500-283 Espinho, Portugal",,,,,,,,,"Name: Banco Montepio | ATM
Link: https://www.google.com/maps/search/Banco+Montepio+%7C+ATM/@41.006412,-8.643559999999999?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews

Name: ATM. Novobanco
Link: https://www.google.com/maps/search/ATM.+Novobanco/@41.0091914,-8.6399364?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews

Name: Agente Nickel - TABACARIA SPORTING
Link: https://www.google.com/maps/search/Agente+Nickel+-+TABACARIA+SPORTING/@41.0077636,-8.643852899999999?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews

Name: Multibanco
Link: https://www.google.com/maps/search/Multibanco/@41.006197900000004,-8.6444536?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews

Name: BPI
Link: https://www.google.com/maps/search/BPI/@41.008401899999996,-8.636332099999999?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews",,,Open All Days,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fy9ny1rVNphPVCqGVHg5bg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=95.19123&pitch=0&thumbfov=100,https://www.google.com/maps/place/ATM.+Montepio../data=!4m7!3m6!1s0xd24793bdba4b6e3:0xe076b013a3d23b90!8m2!3d41.0067722!4d-8.637914!16s%2Fg%2F11sjjzjqrn!19sChIJ47ak2zt5JA0RkDvSoxOwduA?authuser=0&hl=en&rclk=1,ChIJ47ak2zt5JA0RkDvSoxOwduA
ATM. Novobanco,ATM,ATM,0,0.0,"R. 20 476, 4500-817 Espinho, Portugal",,,,,,,,,"Name: novobanco Espinho I
Link: https://www.google.com/maps/search/novobanco+Espinho+I/@41.0092551,-8.640036?authuser=0&hl=en&entry=ttu
Reviews: 16 reviews

Name: Multibanco
Link: https://www.google.com/maps/search/Multibanco/@41.006197900000004,-8.6444536?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews

Name: BPI
Link: https://www.google.com/maps/search/BPI/@41.008401899999996,-8.636332099999999?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews

Name: ATM. Montepio..
Link: https://www.google.com/maps/search/ATM.+Montepio../@41.0067722,-8.637914?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews

Name: Agente Nickel - TABACARIA SPORTING
Link: https://www.google.com/maps/search/Agente+Nickel+-+TABACARIA+SPORTING/@41.0077636,-8.643852899999999?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews",,,Open All Days,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yJBD9Iv7yUaghfqCwcVU9Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=203.47533&pitch=0&thumbfov=100,https://www.google.com/maps/place/ATM.+Novobanco/data=!4m7!3m6!1s0xd2479487cdeb39b:0x665438c6b0804da2!8m2!3d41.0091914!4d-8.6399364!16s%2Fg%2F11kbd0gn4k!19sChIJm7PefEh5JA0Rok2AsMY4VGY?authuser=0&hl=en&rclk=1,ChIJm7PefEh5JA0Rok2AsMY4VGY
Santander Esmoriz,Bank,Bank,9,3.4,"Av. de Draveil 276, 3885-678 Esmoriz, Portugal",,,,,,,,,"Name: Balcao Santander Work Cafe Espinho
Link: https://www.google.com/maps/search/Balc%C3%A3o+Santander+Work+Caf%C3%A9+Espinho/@41.0078392,-8.644065?authuser=0&hl=en&entry=ttu
Reviews: 39 reviews

Name: Caixa Geral de Depositos
Link: https://www.google.com/maps/search/Caixa+Geral+de+Dep%C3%B3sitos/@40.9582367,-8.6289965?authuser=0&hl=en&entry=ttu
Reviews: 10 reviews

Name: Balcao Santander Ovar
Link: https://www.google.com/maps/search/Balc%C3%A3o+Santander+Ovar/@40.8611526,-8.6229161?authuser=0&hl=en&entry=ttu
Reviews: 7 reviews

Name: Banco Montepio | Esmoriz
Link: https://www.google.com/maps/search/Banco+Montepio+%7C+Esmoriz/@40.9559974,-8.6260543?authuser=0&hl=en&entry=ttu
Reviews: 3 reviews

Name: Santander
Link: https://www.google.com/maps/search/Santander/@41.0232323,-8.554586?authuser=0&hl=en&entry=ttu
Reviews: 2 reviews",,"8:30 am-12 pm, 1-3 pm","Saturday, Sunday",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vFoXQtMEuGA8mNWdlVkNBg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=74.63942&pitch=0&thumbfov=100,https://www.google.com/maps/place/Santander+Esmoriz/data=!4m7!3m6!1s0xd247878072e3e19:0xe254fddeffb6613e!8m2!3d40.9578383!4d-8.6308038!16s%2Fg%2F11dy1gvjjx!19sChIJGT4uB3h4JA0RPmG2_979VOI?authuser=0&hl=en&rclk=1,ChIJGT4uB3h4JA0RPmG2_979VOI
Western Union,Money transfer service,Money transfer service,0,0.0,"R. 19 487, 4500-999 Espinho, Portugal",,,+351 800 206 868,,,,,,,,8:30 am-6:30 pm,"Saturday, Sunday",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FXAA4ZWTF4taJkdtmfPqRA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=31.772446&pitch=0&thumbfov=100,https://www.google.com/maps/place/Western+Union/data=!4m7!3m6!1s0xd247938fd1927d1:0x7b32382c8c2598f8!8m2!3d41.0085856!4d-8.6400955!16s%2Fg%2F11vrf_15gd!19sChIJ0ScZ_Th5JA0R-JgljCw4Mns?authuser=0&hl=en&rclk=1,ChIJ0ScZ_Th5JA0R-JgljCw4Mns
bp,Gas station,"Gas station, Alternative fuel station, ATM, Car wash",108,3.8,"Rua 19 1278 Anta, 4500-251 Espinho, Portugal",https://map.bp.com/pt-PT/PT/posto-de-gasolina/espinho/bp-anta/16993,,+351 22 732 3198,,,,,,"Name: Rstar Energy
Link: https://www.google.com/maps/search/Rstar+Energy/@41.0145221,-8.633141799999999?authuser=0&hl=en&entry=ttu
Reviews: 444 reviews

Name: Galp
Link: https://www.google.com/maps/search/Galp/@41.001951,-8.638266?authuser=0&hl=en&entry=ttu
Reviews: 380 reviews

Name: Estacao de Servico Repsol
Link: https://www.google.com/maps/search/Esta%C3%A7%C3%A3o+de+Servi%C3%A7o+Repsol/@41.010799999999996,-8.638130499999999?authuser=0&hl=en&entry=ttu
Reviews: 249 reviews

Name: Posto de abastecimiento Cepsa
Link: https://www.google.com/maps/search/Posto+de+abastecimiento+Cepsa/@41.000606,-8.605585999999999?authuser=0&hl=en&entry=ttu
Reviews: 138 reviews

Name: Concessionarias de Gas Repsol
Link: https://www.google.com/maps/search/Concession%C3%A1rias+de+G%C3%A1s+Repsol/@41.011269999999996,-8.636289999999999?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews","automatic, price",7 am-12 am,Open All Days,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xNcCN1nii3PjSx_ryqjczA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=190.50462&pitch=0&thumbfov=100,https://www.google.com/maps/place/bp/data=!4m7!3m6!1s0xd2479ba1c1b909b:0xf939fbe385d33af6!8m2!3d41.0082481!4d-8.6278153!16s%2Fg%2F1tgpck7l!19sChIJm5AbHLp5JA0R9jrTheP7Ofk?authuser=0&hl=en&rclk=1,ChIJm5AbHLp5JA0R9jrTheP7Ofk
